SID  SRC_IP  SRC_PORT  DEST_IP  DEST_PORT  ACTION  HIT_COUNT  DOMAIN
2547022  30.50.0.9  16152  120.80.0.79  53  Alert  4871  wormdrop.cc
4571508  50.40.0.21  12591  160.90.0.223  53  Alert  2808  attack-net.ru
4440181  30.50.0.38  10107  160.90.0.101  53  Drop  2909  hack-net-193.org
7391114  30.50.0.23  63876  160.90.0.254  53  Drop  3462  botnet-hub-7034.net
2553434  30.50.0.183  45793  120.80.0.146  53  Alert  2930  command-access.cn
8365682  30.50.0.162  15862  130.60.0.45  53  Drop  2051  phishnet.xyz
6299765  30.50.0.139  38120  130.60.0.188  53  Alert  1196  attackaccess.ru
9808022  30.50.0.208  2790  120.80.0.159  53  Drop  4545  command202exfil.cc
2990322  30.50.0.2  3732  160.90.0.165  53  Alert  1807  spyware271steal.cc
4697680  30.50.0.114  38725  120.80.0.214  53  Alert  2399  covertscan.info
3003028  20.20.0.135  59221  130.60.0.179  53  Drop  1627  dark-steal-3839.tk
6018612  50.40.0.127  61292  120.80.0.168  53  Drop  983  ransomnet.info
1273989  30.50.0.242  63922  130.60.0.251  53  Alert  4208  spywareadmin.cn
7432740  50.40.0.63  63063  160.90.0.173  53  Alert  2597  c2access.ru
7905736  50.40.0.144  34448  120.80.0.113  53  Alert  4393  shadow-admin.cn
4616050  20.20.0.196  9800  160.90.0.135  53  Alert  3713  darkscan.net
8789370  20.20.0.34  29255  130.60.0.182  53  Alert  4877  hack-exfil-5630.info
7288594  50.40.0.174  48693  130.60.0.245  53  Drop  935  ransom600dump.tk
5646977  20.20.0.110  61057  120.80.0.119  53  Drop  805  exploitscan.xyz
5862412  20.20.0.84  53236  120.80.0.220  53  Alert  4506  controlscan.org
9765098  20.20.0.94  50159  160.90.0.115  53  Drop  1167  ransom-admin.info
8308681  50.40.0.66  28635  160.90.0.63  53  Drop  2709  darkexfil.tk
3759832  50.40.0.99  30840  130.60.0.182  53  Drop  1085  trojan-leak.ru
7437530  20.20.0.210  64353  160.90.0.56  53  Drop  3200  evil-steal.cc
1307879  30.50.0.236  13016  120.80.0.117  53  Drop  1762  evil-attack.org
8319976  50.40.0.110  8144  160.90.0.114  53  Alert  3031  threat-steal-4413.ru
2229076  50.40.0.8  25245  160.90.0.9  53  Alert  2080  trojan296admin.xyz
1904537  20.20.0.236  55228  160.90.0.181  53  Drop  3055  phish584steal.tk
6427883  50.40.0.57  31071  130.60.0.22  53  Drop  2202  hidden-drop.com
3366737  30.50.0.250  1520  130.60.0.117  53  Alert  2527  spyware982attack.tk
7337383  30.50.0.252  36812  120.80.0.192  53  Alert  4511  c2attack.cn
5211231  20.20.0.198  26437  160.90.0.165  53  Drop  2040  control178attack.ru
6138254  30.50.0.217  43415  130.60.0.143  53  Alert  1874  botnet-dump-292.org
8239413  30.50.0.204  26274  160.90.0.206  53  Drop  4455  malware177dump.com
6045430  30.50.0.68  56429  160.90.0.17  53  Alert  734  c2-host-8814.com
7830792  30.50.0.245  32894  160.90.0.139  53  Drop  1640  covert-access-9696.net
1075332  30.50.0.143  59382  130.60.0.59  53  Drop  3702  malware-net-1279.ru
1125288  50.40.0.148  8352  130.60.0.38  53  Drop  2916  control-server-686.org
3005195  50.40.0.126  30703  130.60.0.79  53  Alert  1721  dark-scan.com
9273323  50.40.0.29  28244  130.60.0.240  53  Drop  1364  spywaredrop.net
4939711  30.50.0.25  25751  130.60.0.181  53  Drop  934  botnet-host-2032.xyz
7103079  30.50.0.250  4249  160.90.0.82  53  Alert  4067  commandexfil.cn
6909307  30.50.0.220  26672  120.80.0.117  53  Alert  2558  c2-server-5730.xyz
5146962  20.20.0.106  21724  130.60.0.199  53  Alert  4125  worm566drop.info
3498663  20.20.0.117  54165  130.60.0.230  53  Alert  4512  shadow367attack.info
3373351  30.50.0.215  2377  130.60.0.60  53  Drop  1121  hack-payload-6612.info
6510066  20.20.0.28  64553  160.90.0.50  53  Alert  3330  virus-server.org
2103788  30.50.0.69  3104  160.90.0.67  53  Alert  884  malwaresteal.ru
1304932  50.40.0.89  49507  120.80.0.26  53  Alert  4438  trojan-payload-8360.net
7410119  50.40.0.238  48290  130.60.0.166  53  Alert  2646  phish-drop.org
1254058  30.50.0.146  31156  130.60.0.17  53  Drop  3858  command-scan-655.xyz
9987204  20.20.0.237  5094  120.80.0.52  53  Alert  2555  dark-admin-8549.info
5344678  20.20.0.81  18537  160.90.0.109  53  Drop  899  malware-dump-4630.xyz
2771931  20.20.0.58  45570  120.80.0.181  53  Alert  2219  c2attack.com
1283651  50.40.0.170  6333  130.60.0.213  53  Alert  4191  command-drop-7926.tk
9279217  30.50.0.67  25889  160.90.0.36  53  Alert  2943  spyware204zone.net
1087303  30.50.0.180  39226  130.60.0.13  53  Drop  1890  command-access-8289.ru
6404895  20.20.0.232  33516  120.80.0.59  53  Drop  1462  hiddennet.com
7817439  20.20.0.59  60662  130.60.0.75  53  Drop  3102  worm-attack.com
4621126  50.40.0.194  14789  130.60.0.38  53  Alert  1703  phish-zone.cn
1882355  50.40.0.238  44738  130.60.0.188  53  Alert  1032  covert255scan.tk
9071062  30.50.0.118  42408  130.60.0.176  53  Drop  1132  exploit-access-5169.cc
8256552  30.50.0.219  13983  120.80.0.237  53  Alert  1203  shadow-access-6859.net
4037617  50.40.0.28  37396  160.90.0.78  53  Drop  3053  shadow-drop-3474.tk
1390720  30.50.0.121  12434  160.90.0.2  53  Alert  1127  shadow-payload.org
7228082  30.50.0.167  28097  160.90.0.19  53  Drop  3687  dark-exfil-2923.org
9905972  30.50.0.7  13423  160.90.0.99  53  Drop  3077  trojanhost.org
1939743  50.40.0.4  55624  120.80.0.44  53  Drop  745  shadow-payload.tk
6767310  20.20.0.110  38465  130.60.0.67  53  Alert  1770  shadow-net.ru
1883851  50.40.0.167  63231  160.90.0.38  53  Alert  2488  botnetaccess.org
9581181  20.20.0.128  60249  160.90.0.66  53  Drop  2175  virus223payload.xyz
6880921  20.20.0.85  33814  160.90.0.12  53  Alert  544  c2-payload.info
2944837  30.50.0.106  30565  160.90.0.215  53  Alert  4135  wormsteal.xyz
9105687  50.40.0.125  24914  130.60.0.78  53  Drop  1444  shadow116dump.cn
6893076  30.50.0.155  15090  160.90.0.241  53  Drop  1064  virus788hub.info
2007795  20.20.0.7  19080  130.60.0.202  53  Drop  2227  virus-net.org
7058656  20.20.0.79  11169  120.80.0.98  53  Alert  725  shadowattack.tk
5349046  20.20.0.30  34480  160.90.0.76  53  Alert  3739  exploit911net.xyz
8177658  30.50.0.133  23417  120.80.0.17  53  Drop  3966  hack-admin.net
7912519  50.40.0.218  49661  160.90.0.104  53  Alert  1758  virus-scan-5711.net
3816638  30.50.0.133  32372  130.60.0.80  53  Alert  2850  malware583dump.net
1506057  20.20.0.10  34507  160.90.0.228  53  Drop  770  hackaccess.cn
6583685  30.50.0.242  52477  130.60.0.173  53  Alert  3965  hiddennet.ru
5388150  20.20.0.62  20862  130.60.0.78  53  Alert  4533  worm185exfil.info
1806867  20.20.0.114  4413  120.80.0.200  53  Alert  3913  c2-scan-6599.tk
1348753  50.40.0.57  31566  160.90.0.89  53  Drop  3521  threatsteal.cc
7957831  30.50.0.22  53922  130.60.0.146  53  Alert  4674  covert-steal-4309.org
5339871  20.20.0.24  8764  130.60.0.48  53  Drop  1561  ransom-dump-2030.tk
6990283  30.50.0.63  64937  130.60.0.222  53  Alert  3772  c2-steal.info
9528252  30.50.0.172  30367  120.80.0.137  53  Alert  2706  shadowhub.info
9080057  30.50.0.169  23909  120.80.0.46  53  Drop  2248  hidden-attack.info
1743678  30.50.0.139  17387  130.60.0.23  53  Drop  1252  hidden-zone-4447.com
1980532  30.50.0.109  6495  120.80.0.110  53  Drop  4341  trojan-admin-3551.org
9120473  30.50.0.180  37732  130.60.0.168  53  Drop  809  dark-attack-9927.org
6100737  50.40.0.38  19153  130.60.0.30  53  Drop  4475  botnet-hub.net
4109199  20.20.0.216  4554  120.80.0.57  53  Alert  3805  c2-dump-6245.cn
8524993  50.40.0.181  48615  130.60.0.217  53  Alert  4459  ransom-server-6365.info
2495015  30.50.0.242  51485  160.90.0.237  53  Drop  3639  phish682payload.tk
7123932  30.50.0.155  45371  120.80.0.253  53  Drop  3285  covertnet.com
5257882  50.40.0.81  49074  120.80.0.174  53  Drop  3237  evil600drop.info
6601586  50.40.0.31  29019  120.80.0.182  53  Drop  2082  botnet-attack-721.info
1335441  20.20.0.2  19402  120.80.0.189  53  Drop  1502  wormsteal.xyz
5709036  30.50.0.213  57958  160.90.0.163  53  Alert  2199  command-hub.org
8539270  50.40.0.72  25312  160.90.0.52  53  Drop  2260  dark-steal-2248.net
1226933  50.40.0.21  17099  120.80.0.43  53  Alert  3514  worm-leak.tk
6713744  20.20.0.244  52207  120.80.0.227  53  Drop  4323  worm-attack-4989.tk
6736165  30.50.0.212  16258  120.80.0.140  53  Drop  679  hack-leak.cc
6927504  20.20.0.246  57945  130.60.0.196  53  Drop  1847  ransom-dump.org
3583417  20.20.0.131  7603  130.60.0.253  53  Alert  2374  hidden-exfil.cn
1863163  30.50.0.69  15920  120.80.0.32  53  Alert  3242  malwareaccess.cn
TIME 1746680047 2025-05-08 UTC
2764989  20.20.0.19  35124  160.90.0.163  53  Alert  2638  trojan985net.cn
4864907  50.40.0.23  42864  160.90.0.63  53  Drop  2736  covertdrop.xyz
8447475  50.40.0.53  7684  130.60.0.239  53  Drop  4306  shadow509scan.tk
7852505  50.40.0.242  18412  130.60.0.211  53  Alert  4089  spyware977access.net
5028985  30.50.0.72  32031  130.60.0.209  53  Drop  2353  malware-access.info
5198403  20.20.0.147  30138  120.80.0.173  53  Drop  4110  shadow-hub.cn
9831268  20.20.0.174  57587  120.80.0.197  53  Drop  2087  control244drop.info
9729948  50.40.0.190  44255  130.60.0.197  53  Drop  2505  exploit277admin.net
7337736  30.50.0.114  14124  160.90.0.132  53  Alert  2845  command-attack.xyz
1676492  30.50.0.176  50144  120.80.0.219  53  Alert  1937  threat-server-1693.cn
3572715  50.40.0.224  39757  160.90.0.238  53  Drop  1981  worm902net.net
2675716  50.40.0.156  35066  120.80.0.15  53  Drop  4999  shadow332zone.ru
5255768  50.40.0.136  55245  160.90.0.198  53  Alert  3649  hidden-drop.tk
7050513  30.50.0.14  14720  120.80.0.88  53  Drop  3752  hack-hub-3925.net
3111214  30.50.0.118  55749  160.90.0.155  53  Drop  1385  botnet-steal.cc
5081175  30.50.0.1  40064  120.80.0.171  53  Alert  1165  virus3payload.info
7905437  30.50.0.183  16200  120.80.0.81  53  Alert  2084  shadow841steal.org
2711873  50.40.0.129  2856  160.90.0.86  53  Drop  2305  shadow-admin-9145.ru
1648181  20.20.0.19  61634  130.60.0.113  53  Alert  4849  trojan-leak.org
9786464  20.20.0.98  30666  120.80.0.94  53  Alert  4081  botnet-dump.xyz
8572536  30.50.0.124  8140  120.80.0.204  53  Drop  3959  malwarezone.cc
7339770  20.20.0.233  57475  160.90.0.185  53  Alert  904  spyware204drop.net
5209882  20.20.0.20  27172  160.90.0.145  53  Alert  3670  evilscan.org
4616004  20.20.0.242  14856  130.60.0.53  53  Drop  2398  phish-hub.org
4125746  20.20.0.233  43682  120.80.0.46  53  Drop  2717  dark348hub.com
7734305  50.40.0.109  6536  120.80.0.206  53  Drop  3529  hidden-server-1687.xyz
2101638  20.20.0.72  5592  160.90.0.131  53  Drop  4206  evil-steal-4617.org
7756242  50.40.0.206  59937  120.80.0.2  53  Alert  4252  ransom789net.info
3933895  30.50.0.196  35508  130.60.0.21  53  Alert  2699  c2929payload.tk
8280194  20.20.0.30  19957  160.90.0.137  53  Alert  3646  spyware-net.cn
2007102  30.50.0.246  27964  160.90.0.192  53  Drop  4042  wormpayload.xyz
8597209  20.20.0.246  16787  160.90.0.162  53  Drop  3286  worm-net.cc
5520248  30.50.0.203  57601  130.60.0.137  53  Alert  1440  evilnet.tk
6827079  50.40.0.225  1579  130.60.0.98  53  Alert  1380  hidden-attack.info
1084517  30.50.0.11  62305  130.60.0.242  53  Alert  2992  threat793scan.tk
6858213  50.40.0.119  47164  130.60.0.44  53  Alert  1388  hidden34server.cn
2330785  20.20.0.185  56065  120.80.0.29  53  Drop  3255  hack-admin-9924.org
6488910  50.40.0.10  34684  120.80.0.155  53  Drop  3532  worm436drop.org
8176123  20.20.0.24  9422  160.90.0.230  53  Drop  2185  command-leak-7930.cc
7540597  50.40.0.115  11004  130.60.0.234  53  Drop  4859  controlzone.cn
5750793  50.40.0.113  34042  130.60.0.44  53  Alert  1090  command-dump-384.info
5723117  50.40.0.206  19487  130.60.0.218  53  Alert  2285  hack-exfil.tk
6935655  30.50.0.85  1772  120.80.0.184  53  Drop  2232  virus-attack-4437.com
9741255  20.20.0.14  63734  120.80.0.91  53  Drop  2926  threatserver.com
3382958  50.40.0.137  43998  160.90.0.65  53  Alert  4651  malware-zone.com
8064695  50.40.0.253  35558  130.60.0.55  53  Alert  595  ransomleak.ru
2222127  50.40.0.234  18931  120.80.0.142  53  Alert  4667  covertadmin.ru
3346227  30.50.0.251  56232  130.60.0.58  53  Drop  4370  hack-steal.org
9215629  30.50.0.53  47264  120.80.0.116  53  Alert  4963  command-payload.xyz
5604840  20.20.0.38  39534  120.80.0.207  53  Drop  4920  spyware-host-5209.com
7930764  50.40.0.62  4273  160.90.0.133  53  Alert  2596  covert659hub.cn
2588961  30.50.0.53  4192  160.90.0.7  53  Alert  1064  hack-steal-8303.ru
8342610  30.50.0.179  21734  160.90.0.93  53  Drop  3275  exploit855host.xyz
4234663  50.40.0.166  46078  130.60.0.26  53  Drop  1426  attack-dump-8309.cn
8005750  50.40.0.212  59138  160.90.0.3  53  Drop  4002  shadow-admin.xyz
4801788  20.20.0.226  21698  120.80.0.86  53  Alert  1970  spyware315exfil.info
3257061  50.40.0.116  5900  130.60.0.238  53  Alert  2164  covert944leak.org
4402665  20.20.0.137  41179  130.60.0.67  53  Drop  3655  shadow-admin-9583.tk
5317897  20.20.0.60  7305  160.90.0.19  53  Drop  1716  control440zone.info
4725845  20.20.0.128  19593  120.80.0.216  53  Drop  542  botnet-host-8056.ru
4222052  30.50.0.222  58769  120.80.0.172  53  Alert  3391  hidden-exfil.com
4651072  30.50.0.228  36647  120.80.0.227  53  Alert  589  trojan291access.tk
1219456  30.50.0.139  5997  120.80.0.199  53  Drop  2655  malware-drop.cn
5802474  50.40.0.64  52907  120.80.0.221  53  Drop  2867  exploit-payload.cc
7572840  20.20.0.110  9078  130.60.0.205  53  Drop  2244  threat-leak-1015.com
9599657  20.20.0.174  14114  120.80.0.77  53  Drop  2437  virus-leak.xyz
2503653  50.40.0.45  18235  160.90.0.80  53  Drop  1791  threat-leak.cn
3840491  20.20.0.85  52817  130.60.0.125  53  Alert  3374  shadow-drop.net
4503308  20.20.0.83  10154  130.60.0.213  53  Drop  3899  trojan517admin.tk
3941747  50.40.0.183  27482  160.90.0.19  53  Drop  1247  control776leak.com
7730310  20.20.0.37  30411  130.60.0.188  53  Alert  1646  botnet-scan.ru
6987365  20.20.0.37  60604  160.90.0.252  53  Alert  1562  ransom-steal.tk
3318408  50.40.0.253  13772  120.80.0.158  53  Alert  4135  malware-zone.com
9567096  30.50.0.13  54113  120.80.0.195  53  Drop  4355  wormzone.info
1131295  20.20.0.114  1327  160.90.0.63  53  Drop  904  shadow-drop-4322.cn
2106281  50.40.0.196  16700  160.90.0.172  53  Drop  3438  hiddensteal.cc
8325127  30.50.0.84  56086  130.60.0.161  53  Alert  2322  c2leak.cn
9630047  50.40.0.114  29357  130.60.0.220  53  Drop  3590  phish-payload.cc
1970552  20.20.0.76  61450  130.60.0.48  53  Alert  4684  phish-access-6377.net
9780802  20.20.0.209  64457  160.90.0.170  53  Alert  3201  hiddenexfil.cc
5458585  20.20.0.48  12980  130.60.0.132  53  Drop  2717  shadow762steal.xyz
6764570  50.40.0.172  9964  130.60.0.37  53  Drop  4357  exploit-server.org
1141410  30.50.0.164  15103  160.90.0.105  53  Alert  1639  spyware-leak.cn
8062568  20.20.0.202  50522  120.80.0.240  53  Drop  4503  botnet-hub.cn
9534153  30.50.0.92  62689  130.60.0.157  53  Alert  2935  hack-attack-9372.xyz
5191914  20.20.0.137  50533  120.80.0.2  53  Alert  654  evil625scan.cc
6859230  20.20.0.57  59513  160.90.0.199  53  Alert  2475  malware-dump-1728.net
2983603  30.50.0.218  4567  160.90.0.251  53  Drop  779  hack-drop-547.cc
4792779  50.40.0.88  31523  130.60.0.194  53  Drop  4749  covert223net.tk
2715854  50.40.0.32  42319  160.90.0.158  53  Alert  2979  covert-net.info
8060985  20.20.0.16  32893  120.80.0.130  53  Drop  1397  c2access.com
7176122  30.50.0.179  12367  120.80.0.213  53  Drop  4178  phish-drop.com
4299343  30.50.0.9  33909  160.90.0.30  53  Drop  1781  worm-payload.cn
9545784  50.40.0.1  7293  130.60.0.157  53  Drop  2010  shadow-server-4317.tk
4214123  20.20.0.113  45769  130.60.0.134  53  Alert  4209  virusadmin.info
1051264  20.20.0.223  21359  130.60.0.230  53  Alert  3841  c2-steal.net
9112085  30.50.0.41  48319  120.80.0.254  53  Drop  4512  malwareaccess.org
8283562  30.50.0.149  48512  160.90.0.238  53  Alert  3067  virus-access-9325.org
1542818  50.40.0.83  53885  120.80.0.94  53  Alert  2462  virusleak.tk
7986205  50.40.0.114  12530  130.60.0.115  53  Alert  3369  command689exfil.tk
6538825  50.40.0.233  42983  160.90.0.210  53  Drop  3048  malwareexfil.cn
3886210  50.40.0.45  33776  130.60.0.144  53  Drop  2806  exploitexfil.cn
2408472  20.20.0.208  7416  120.80.0.160  53  Alert  3225  commandaccess.cc
8466634  20.20.0.178  3392  130.60.0.145  53  Alert  1559  virus-attack.cc
9405387  50.40.0.141  42672  130.60.0.88  53  Drop  1047  dark-net.cn
3111139  20.20.0.192  51371  120.80.0.7  53  Alert  2530  exploit707steal.xyz
5350330  20.20.0.120  10206  130.60.0.77  53  Drop  3495  ransom-hub.xyz
6138084  30.50.0.170  62505  130.60.0.235  53  Alert  2569  threat220exfil.ru
6181143  30.50.0.14  26542  160.90.0.34  53  Alert  4437  malware-attack-1172.xyz
3971115  20.20.0.125  45683  160.90.0.210  53  Drop  4782  covertpayload.net
6386465  20.20.0.142  16189  120.80.0.168  53  Drop  2064  control-hub-5522.com
9318792  50.40.0.97  40612  120.80.0.230  53  Alert  3939  evilzone.info
3581069  20.20.0.32  33298  120.80.0.108  53  Drop  3097  phish709scan.cc
9875625  50.40.0.120  2399  160.90.0.61  53  Alert  3743  exploit-exfil.xyz
7795516  30.50.0.84  62472  130.60.0.238  53  Drop  2949  botnetserver.org
2005401  50.40.0.158  38622  160.90.0.64  53  Drop  2209  threat663drop.org
1807482  20.20.0.177  19451  160.90.0.8  53  Drop  4336  evil-scan-5311.tk
7134320  50.40.0.184  34366  130.60.0.72  53  Drop  1306  c2-zone-7631.info
1147540  50.40.0.55  39868  120.80.0.108  53  Alert  1146  c2-scan.cc
4281808  20.20.0.14  12816  130.60.0.80  53  Alert  924  shadow-drop-4810.com
5718533  20.20.0.130  4276  120.80.0.25  53  Drop  1819  virus-attack.cc
5377665  50.40.0.0  48338  120.80.0.176  53  Alert  4449  exploit-hub-667.cn
3363837  50.40.0.222  16881  130.60.0.165  53  Alert  2544  botnet782zone.xyz
4151736  20.20.0.3  53697  120.80.0.78  53  Alert  4177  ransom514dump.tk
8793678  20.20.0.210  64624  160.90.0.227  53  Drop  1182  botnet-steal.com
9838690  20.20.0.3  11235  160.90.0.248  53  Alert  3397  phishserver.org
9328846  50.40.0.83  32375  130.60.0.199  53  Drop  2472  attack102scan.ru
2867308  30.50.0.168  65173  130.60.0.198  53  Drop  1347  exploit-host-9469.info
2285863  20.20.0.150  1218  120.80.0.126  53  Alert  4125  ransom-exfil.com
9753514  20.20.0.91  3134  120.80.0.149  53  Drop  842  covert-drop.cc
9094185  20.20.0.108  60721  160.90.0.184  53  Drop  958  exploit-zone.org
1960301  20.20.0.191  6673  160.90.0.62  53  Drop  4036  dark-host.cn
3111440  30.50.0.54  24303  120.80.0.254  53  Alert  575  malware427payload.tk
1348722  30.50.0.23  65480  120.80.0.83  53  Alert  5016  c2attack.com
5882363  30.50.0.82  21430  160.90.0.234  53  Drop  4408  control-exfil.xyz
2856404  50.40.0.82  31266  130.60.0.116  53  Alert  1592  evil882net.cn
5825764  20.20.0.218  49530  120.80.0.2  53  Alert  3231  evil-exfil-2776.cc
4669370  30.50.0.32  30990  130.60.0.51  53  Alert  1695  command-dump-3624.ru
4542927  20.20.0.213  42388  120.80.0.146  53  Alert  3404  worm-steal.cn
5064440  20.20.0.229  45004  160.90.0.111  53  Alert  2053  control341exfil.org
5581313  30.50.0.151  36986  130.60.0.69  53  Alert  1796  threataccess.info
4989316  30.50.0.181  45227  120.80.0.242  53  Drop  2944  shadow308leak.tk
7920443  30.50.0.216  13485  120.80.0.96  53  Alert  1314  ransomserver.net
4371271  30.50.0.172  27954  160.90.0.190  53  Alert  2634  attack-net-1474.net
8960031  30.50.0.45  33000  130.60.0.171  53  Drop  3312  spywareattack.cn
5034838  30.50.0.67  62513  130.60.0.172  53  Alert  1082  dark-net-6031.tk
3390888  20.20.0.78  55837  160.90.0.16  53  Alert  2519  evil-steal-8182.com
5437718  20.20.0.5  23642  120.80.0.38  53  Drop  3449  control-server.tk
1520714  30.50.0.46  4371  120.80.0.242  53  Alert  2669  hack701zone.cc
9335144  30.50.0.152  25155  160.90.0.62  53  Alert  1289  ransomhub.tk
7970579  20.20.0.215  41649  130.60.0.81  53  Alert  1040  phish-dump-7005.xyz
8295340  50.40.0.237  4581  130.60.0.155  53  Drop  1650  hack-payload-7167.cc
9740406  20.20.0.246  2851  130.60.0.220  53  Alert  2896  shadowexfil.com
2563552  50.40.0.147  64404  130.60.0.236  53  Drop  2168  exploitdrop.org
3210128  30.50.0.153  31209  130.60.0.237  53  Drop  2482  control-hub-1671.net
6446244  20.20.0.38  28495  120.80.0.135  53  Drop  2482  c2-attack.ru
7542872  20.20.0.4  59658  160.90.0.20  53  Drop  775  command-zone.ru
7855891  20.20.0.188  33612  160.90.0.94  53  Alert  1542  c2343leak.xyz
9580663  20.20.0.139  4563  160.90.0.76  53  Drop  4573  dark-exfil-4979.info
9229005  20.20.0.0  62147  160.90.0.77  53  Drop  2997  exploit310net.tk
2691604  50.40.0.118  12590  130.60.0.141  53  Drop  2456  ransom-leak-5269.net
1028872  20.20.0.86  17749  160.90.0.121  53  Drop  4567  attack-host.tk
4593368  30.50.0.4  63762  120.80.0.235  53  Drop  2216  c2-admin.com
3696914  50.40.0.117  31648  130.60.0.213  53  Alert  1724  spyware96scan.ru
5068336  30.50.0.52  12415  120.80.0.6  53  Alert  2391  evil-attack-5828.com
4989653  50.40.0.66  2765  120.80.0.152  53  Alert  2725  worm-payload-976.org
7500543  20.20.0.143  7540  120.80.0.121  53  Alert  3508  ransom-host.ru
5689617  30.50.0.123  62000  130.60.0.69  53  Drop  4470  trojan484dump.com
4800688  50.40.0.150  21576  120.80.0.76  53  Drop  955  wormexfil.tk
8774594  50.40.0.46  37703  130.60.0.1  53  Alert  1895  wormhost.org
4269990  20.20.0.159  21804  120.80.0.119  53  Drop  2902  control587hub.org
2284336  20.20.0.193  14953  130.60.0.218  53  Drop  685  c2394net.com
7349948  20.20.0.83  9851  160.90.0.42  53  Alert  2070  ransomleak.ru
9909623  50.40.0.255  6913  120.80.0.80  53  Alert  4833  malwarepayload.tk
1225841  20.20.0.13  65035  160.90.0.111  53  Drop  3421  controlzone.ru
4736195  50.40.0.117  59344  160.90.0.233  53  Drop  1126  controlsteal.ru
5380079  20.20.0.17  2100  120.80.0.162  53  Drop  1207  dark-zone-2540.com
8559694  30.50.0.57  43921  160.90.0.33  53  Drop  1926  shadowaccess.net
5486475  20.20.0.217  52902  120.80.0.183  53  Alert  4148  hidden569attack.cn
6721442  20.20.0.54  65146  120.80.0.200  53  Drop  3664  hidden-access-5703.cn
2510382  50.40.0.31  56656  160.90.0.223  53  Alert  3841  worm-server-6036.org
5192581  50.40.0.132  47543  160.90.0.250  53  Drop  2071  attack-hub.org
7159155  30.50.0.124  18241  120.80.0.75  53  Drop  2142  botnet-payload-8314.tk
1407407  50.40.0.44  58593  120.80.0.16  53  Alert  528  attack-zone-6984.net
2837798  20.20.0.140  1639  120.80.0.228  53  Alert  1468  spyware-hub-2026.tk
3937380  50.40.0.81  57089  120.80.0.72  53  Alert  4375  evil-steal-9658.cc
3854044  50.40.0.8  5899  130.60.0.121  53  Drop  2146  virus-drop-8748.cn
4582274  20.20.0.185  57861  160.90.0.44  53  Drop  1059  commandzone.tk
2982494  30.50.0.205  31651  130.60.0.12  53  Alert  1034  c2exfil.xyz
8180783  20.20.0.1  27325  120.80.0.255  53  Drop  1196  evil43steal.cn
1991251  20.20.0.70  6579  160.90.0.148  53  Alert  1822  darkdump.cn
7095908  20.20.0.55  35688  160.90.0.240  53  Alert  1147  command-net.xyz
9949288  30.50.0.69  39036  160.90.0.48  53  Drop  2587  attack-host.cc
9803009  20.20.0.121  8493  130.60.0.25  53  Drop  3977  shadow-dump.cn
3046002  50.40.0.8  49210  120.80.0.8  53  Alert  4008  botnetsteal.net
6500997  30.50.0.105  12898  130.60.0.67  53  Alert  2146  threat440steal.ru
9851104  50.40.0.36  20072  130.60.0.43  53  Drop  744  exploitattack.ru
2240513  50.40.0.87  65252  120.80.0.148  53  Drop  1069  shadow-attack.xyz
8228651  20.20.0.172  36688  130.60.0.157  53  Alert  4115  worm-zone.org
8968076  30.50.0.218  44556  120.80.0.42  53  Alert  1396  virus-scan.tk
1401589  30.50.0.169  18029  160.90.0.49  53  Alert  1720  evil-exfil.org
3992573  30.50.0.225  41755  130.60.0.107  53  Alert  682  threatzone.xyz
2777026  20.20.0.56  26331  160.90.0.151  53  Alert  4709  covert739hub.tk
4157699  50.40.0.233  55962  160.90.0.98  53  Alert  4167  attackleak.cn
9641239  50.40.0.33  33940  160.90.0.79  53  Alert  1576  control-access.tk
2607954  50.40.0.158  29799  130.60.0.193  53  Drop  899  threat-steal.net
2385229  20.20.0.121  11120  160.90.0.145  53  Drop  1176  wormhub.org
5603356  30.50.0.22  25639  160.90.0.57  53  Drop  3589  dark-attack.xyz
2754626  20.20.0.238  60833  130.60.0.185  53  Drop  3946  virus-access-7444.net
8364669  30.50.0.144  26152  160.90.0.145  53  Drop  3839  ransom73server.cc
5829551  50.40.0.60  58962  120.80.0.44  53  Alert  4935  exploitserver.com
1661963  30.50.0.246  55547  130.60.0.174  53  Drop  1174  shadow-drop.com
2428462  30.50.0.59  14325  120.80.0.225  53  Drop  2449  spyware-steal.com
4942976  30.50.0.168  61843  120.80.0.158  53  Drop  4818  command251net.xyz
2939310  20.20.0.248  41250  120.80.0.69  53  Alert  4911  botnet848zone.xyz
4140209  30.50.0.53  9388  160.90.0.245  53  Drop  4452  botnet-scan-4992.xyz
4122090  30.50.0.198  5535  130.60.0.118  53  Drop  4596  attacksteal.xyz
6955720  30.50.0.87  21628  130.60.0.246  53  Drop  1278  c2attack.com
4379072  30.50.0.217  29536  160.90.0.102  53  Alert  4291  threat-admin.ru
3771035  50.40.0.254  10697  130.60.0.56  53  Alert  1728  threat88payload.xyz
2375873  30.50.0.221  18648  160.90.0.47  53  Drop  4592  worm-dump-5544.org
5094118  50.40.0.116  33805  120.80.0.77  53  Alert  2694  control772server.xyz
2045168  30.50.0.165  55420  130.60.0.96  53  Alert  3370  darkaccess.net
9359760  20.20.0.227  16229  130.60.0.246  53  Drop  1254  botnet129drop.tk
4419490  20.20.0.86  8249  120.80.0.219  53  Alert  4045  trojan-payload.com
5216755  20.20.0.34  45315  130.60.0.37  53  Alert  4562  threat-admin-5010.org
